position,league,age,matches,starts,minutes,goals,annual_wage,non_penalty_goals,shots_total,assists,shot_creating_actions,passes_attempted,pass_completion,progressive_passes,progressive_carries,successful_take_ons,touches_att_pen,progressive_passes_rec,tackles,interceptions,blocks,clearances,aerials_won,penalty_play
MF,Bundesliga,23.0,22,5,606,0,360000.0,0.0,0.85,0.0,2.31,46.52,0.755,4.62,1.94,0.73,0.61,3.4,1.58,0.24,1.09,1.58,0.73,-0.1817345838594364
DF,Serie A,23.0,14,8,744,0,640000.0,0.0,0.19,0.0,1.27,49.48,0.858,4.38,1.17,0.1,0.88,0.19,2.14,0.88,1.46,1.56,1.95,-0.1817345838594364
"FW,MF",Ligue 1,32.0,28,24,2055,4,1640000.0,0.16,2.71,0.16,2.99,45.78,0.78,4.31,1.11,0.57,2.54,6.07,0.82,0.66,0.86,0.74,0.33,-0.1817345838594364
MF,Bundesliga,25.0,10,0,105,0,550000.0,0.39,3.21,0.26,5.69,46.08,0.754,5.76,4.25,1.77,2.49,5.96,1.31,0.2,0.65,0.52,0.2,-0.1817345838594364
DF,Ligue 1,35.0,13,9,911,1,420000.0,0.1,0.69,0.1,0.89,49.29,0.832,1.58,0.39,0.1,1.18,0.0,1.87,0.79,2.27,3.15,2.27,-0.1817345838594364
"FW,MF",Bundesliga,25.0,5,0,70,0,360000.0,,,,,,0.0,,,,,,,,,,,-0.1817345838594364
"MF,DF",Bundesliga,28.0,30,25,2295,1,2500000.0,0.04,0.86,0.24,2.45,68.65,0.851,6.0,1.31,0.49,0.33,0.86,2.16,2.04,1.55,3.67,1.39,-0.1817345838594364
"FW,MF",Bundesliga,31.0,33,29,2197,5,1400000.0,0.0,1.06,0.2,4.17,46.22,0.69,5.03,1.69,0.9,1.38,4.24,1.1,0.63,0.83,0.86,0.43,2.835109060602928
DF,La Liga,32.0,35,35,3147,3,1250000.0,0.08,1.79,0.03,1.19,54.7,0.811,3.19,0.38,0.14,0.97,0.14,1.0,0.6,0.81,4.14,1.84,-0.1817345838594364
MF,Bundesliga,27.0,25,15,1224,4,4000000.0,0.21,2.67,0.14,3.5,44.01,0.841,5.42,2.26,0.75,2.54,3.08,1.1,0.96,0.55,0.55,0.48,0.4216341450330366
"FW,MF",Bundesliga,28.0,22,1,327,0,270000.0,,,,,,0.0,,,,,,,,,,,-0.1817345838594364
"FW,MF",Ligue 1,33.0,31,28,2517,7,600000.0,0.11,2.1,0.19,3.32,49.33,0.723,5.39,1.83,0.61,4.01,8.84,1.3,0.64,1.3,1.22,3.24,2.2317403317104554
FW,Serie A,31.0,29,19,1710,5,2310000.0,0.19,2.46,0.14,3.81,29.84,0.706,3.71,3.76,2.07,4.24,5.3,0.39,0.19,0.48,0.1,0.53,0.4216341450330366
MF,Bundesliga,21.0,32,26,2372,11,4500000.0,0.39,2.46,0.42,6.6,69.24,0.822,8.39,5.37,2.85,6.41,10.94,0.9,0.39,1.34,0.11,0.31,0.4216341450330366
"MF,DF",Premier League,27.0,5,0,58,0,1963754.0,,,,,,0.0,,,,,,,,,,,-0.1817345838594364
FW,Ligue 1,22.0,28,18,1609,7,5750000.0,0.43,3.54,0.24,3.11,20.07,0.735,1.72,1.77,0.62,7.18,10.2,0.62,0.14,0.48,0.34,0.48,0.6943535463035599
DF,Ligue 1,23.0,17,12,1166,0,600000.0,0.0,0.39,0.0,0.39,54.11,0.795,4.25,1.0,0.39,0.85,0.93,2.24,1.47,1.7,4.17,2.93,-0.1817345838594364
MF,La Liga,25.0,31,27,2293,0,2000000.0,0.0,0.75,0.0,1.87,49.19,0.865,4.83,1.05,0.45,0.45,1.12,2.06,0.67,1.01,1.23,0.49,-0.1817345838594364
DF,La Liga,24.0,24,14,1308,1,5210000.0,0.05,0.53,0.29,2.52,64.26,0.844,4.51,4.31,0.53,1.5,8.34,1.55,1.07,1.21,2.08,0.48,-0.1817345838594364
DF,Serie A,36.0,27,24,2208,3,2780000.0,0.09,0.61,0.06,0.67,63.79,0.892,3.1,0.85,0.09,0.97,0.82,0.97,1.34,0.76,3.16,2.58,-0.1817345838594364
FW,Serie A,36.0,19,15,1244,3,1390000.0,0.2,1.69,0.0,1.76,15.28,0.757,1.28,0.47,0.34,3.58,4.46,0.14,0.14,0.27,0.34,0.88,0.4216341450330366
MF,La Liga,33.0,16,10,865,0,3740000.0,0.0,0.6,0.0,1.46,41.4,0.874,4.2,0.43,0.26,1.29,1.97,1.71,1.63,1.29,1.46,1.46,-0.1817345838594364
"DF,FW",Bundesliga,27.0,32,28,2345,3,1250000.0,0.15,1.14,0.33,5.17,45.55,0.665,3.48,3.66,0.81,2.75,9.34,0.92,0.37,0.84,1.32,0.62,-0.1817345838594364
"MF,DF",La Liga,29.0,17,5,546,0,1200000.0,0.0,1.57,0.14,3.28,43.93,0.786,3.71,2.57,0.0,2.28,5.71,4.28,1.57,2.42,0.57,0.86,-0.1817345838594364
"FW,MF",Ligue 1,24.0,28,14,1404,5,500000.0,0.34,2.41,0.11,2.02,20.76,0.676,2.02,2.13,0.84,4.21,7.86,1.63,0.28,1.12,1.07,2.13,-0.1817345838594364
MF,Premier League,26.0,26,11,1161,1,2416928.0,0.07,1.61,0.14,2.45,30.16,0.759,2.59,1.4,1.12,2.1,2.87,2.73,1.82,1.33,1.26,0.7,-0.1817345838594364
"MF,DF",Bundesliga,26.0,4,0,76,0,120000.0,,,,,,0.0,,,,,,,,,,,-0.1817345838594364
"FW,MF",Bundesliga,24.0,7,1,217,0,460000.0,,,,,,0.0,,,,,,,,,,,-0.1817345838594364
"MF,DF",Premier League,27.0,8,4,407,0,362539.0,0.14,1.52,0.14,1.45,19.26,0.673,1.09,2.24,1.52,3.62,2.97,1.09,0.51,0.72,1.01,2.46,-0.1817345838594364
"MF,DF",Ligue 1,29.0,31,28,2400,2,1280000.0,0.07,0.74,0.03,1.48,53.19,0.766,4.08,1.18,0.74,0.61,2.49,3.2,2.53,1.35,3.3,0.94,-0.1817345838594364
"FW,MF",Bundesliga,26.0,22,18,1338,2,560000.0,0.13,0.94,0.27,3.36,32.02,0.609,3.09,1.48,0.34,2.62,6.05,1.55,0.81,2.02,1.41,1.61,-0.1817345838594364
MF,La Liga,27.0,20,20,1634,2,37500000.0,0.08,0.3,0.04,3.39,88.3,0.918,9.58,3.13,0.83,0.79,1.85,2.3,0.75,0.79,1.36,1.28,-0.1817345838594364
FW,Premier League,21.0,8,3,264,0,4833857.0,,,,,,0.0,,,,,,,,,,,-0.1817345838594364
"DF,FW",Ligue 1,25.0,24,14,1248,1,400000.0,0.07,1.05,0.0,1.64,39.6,0.79,2.62,2.75,0.65,2.62,4.45,1.57,1.05,1.05,1.9,0.72,-0.1817345838594364
FW,Premier League,27.0,26,17,1465,4,16012151.0,0.39,3.25,0.39,3.29,30.5,0.793,2.46,2.19,2.02,8.43,9.43,1.54,0.61,1.45,0.79,1.23,-0.1817345838594364
DF,Premier League,26.0,35,33,2986,4,6042321.0,0.09,0.77,0.0,0.62,65.3,0.894,3.34,0.33,0.04,1.01,0.2,1.25,0.75,1.19,3.08,2.33,-0.1817345838594364
FW,Premier League,22.0,34,23,1929,6,10876178.0,0.3,2.46,0.19,3.81,38.95,0.777,2.65,5.38,2.17,7.84,14.86,1.27,0.26,1.05,0.34,0.67,-0.1817345838594364
DF,Premier League,25.0,20,20,1756,2,604232.0,0.1,0.46,0.0,0.36,35.16,0.819,1.9,0.51,0.36,0.97,0.21,2.0,1.59,1.85,4.66,1.79,-0.1817345838594364
DF,La Liga,33.0,184,164,1758,0,5330000.0,0.0,0.4,0.0,0.49,53.12,0.858,2.13,0.27,0.0,0.49,0.09,0.8,1.38,1.15,5.06,2.09,-0.1817345838594364
FW,Serie A,27.0,19,13,1112,1,460000.0,0.23,2.84,0.15,5.45,43.54,0.737,6.14,3.46,1.38,2.76,6.76,1.69,0.38,1.61,0.23,0.31,0.4216341450330366
FW,La Liga,21.0,1,0,18,0,200000.0,,,,,,0.0,,,,,,,,,,,-0.1817345838594364
DF,Serie A,24.0,36,23,2381,1,560000.0,0.04,0.6,0.11,2.15,49.63,0.729,3.48,1.32,0.3,1.13,3.14,1.89,0.72,1.1,2.61,0.6,-0.1817345838594364
"FW,MF",Serie A,27.0,4,3,212,1,2590000.0,,,,,,0.0,,,,,,,,,,,-0.1817345838594364
"FW,MF",Serie A,21.0,25,11,1104,2,280000.0,0.16,1.88,0.08,3.18,19.73,0.678,2.12,2.04,2.61,2.93,6.2,1.63,0.73,0.9,0.65,1.39,-0.1817345838594364
DF,La Liga,24.0,33,28,2447,1,650000.0,0.03,0.47,0.0,0.77,35.83,0.715,2.17,0.5,0.3,0.8,1.2,2.4,1.34,1.3,2.81,1.8,-0.1817345838594364
DF,Ligue 1,28.0,30,30,2688,2,540000.0,0.07,0.54,0.0,0.57,45.64,0.853,3.52,0.4,0.13,1.14,0.17,1.64,0.97,1.64,4.49,2.38,-0.1817345838594364
"FW,MF",La Liga,19.0,12,10,944,1,6800000.0,0.2,0.98,0.13,2.22,50.54,0.908,3.78,2.48,1.04,1.96,3.78,2.93,0.59,1.37,1.43,0.91,-0.1817345838594364
"FW,MF",Ligue 1,30.0,33,21,1822,4,2160000.0,0.26,3.18,0.13,2.67,26.93,0.657,2.19,1.68,0.95,5.21,8.13,1.03,0.26,0.99,0.39,1.51,0.7136635217540354
DF,Ligue 1,26.0,18,11,935,0,540000.0,0.0,0.23,0.16,1.4,46.95,0.833,2.96,1.25,0.31,1.48,5.68,2.18,0.39,1.4,2.65,0.78,-0.1817345838594364
"FW,MF",Ligue 1,23.0,16,10,754,1,230000.0,0.09,1.99,0.28,2.74,42.11,0.787,4.45,1.61,1.42,3.69,5.96,1.61,0.47,0.76,0.95,0.95,-0.1817345838594364
MF,Bundesliga,33.0,2,0,27,0,1500000.0,,,,,,0.0,,,,,,,,,,,-0.1817345838594364
FW,Serie A,24.0,1,0,24,0,37000.0,0.49,2.85,0.12,2.06,18.04,0.542,1.21,0.61,1.09,4.43,4.19,0.49,0.06,0.67,1.46,5.1,-0.1817345838594364
MF,Ligue 1,31.0,25,15,1442,0,5400000.0,0.04,0.88,0.04,1.62,56.06,0.876,4.87,0.42,0.49,0.85,1.13,2.79,2.05,1.41,1.38,0.85,-0.1817345838594364
DF,Premier League,31.0,13,11,969,0,604232.0,0.0,0.09,0.09,1.49,36.87,0.733,2.88,0.84,0.56,0.84,2.23,1.67,0.93,1.3,3.07,1.21,-0.1817345838594364
FW,Serie A,28.0,8,1,191,0,1150000.0,0.3,3.03,0.0,1.72,17.17,0.694,0.61,1.52,0.81,4.65,5.96,0.1,0.3,0.0,0.51,2.22,-0.1817345838594364
FW,Ligue 1,23.0,19,19,1657,13,1040000.0,0.54,2.74,0.21,2.96,21.92,0.706,2.63,2.58,2.1,3.87,4.89,0.16,0.43,0.48,0.16,0.75,1.6283716028179829
MF,La Liga,29.0,33,29,2494,0,650000.0,0.0,1.42,0.13,3.09,52.44,0.729,4.79,0.69,0.35,0.5,1.1,1.58,0.82,0.85,1.01,0.69,-0.1817345838594364
FW,La Liga,32.0,29,27,2143,10,3620000.0,0.31,2.61,0.21,4.14,41.12,0.772,6.16,1.98,1.84,5.11,8.07,1.15,0.42,0.87,0.94,1.15,1.317032250646508
DF,La Liga,32.0,32,32,2767,1,2500000.0,0.03,0.66,0.0,0.51,49.29,0.859,2.0,0.18,0.13,1.04,0.05,1.16,1.01,1.06,4.55,2.5,-0.1817345838594364
"FW,MF",Bundesliga,29.0,10,2,392,0,600000.0,,,,,,0.0,,,,,,,,,,,-0.1817345838594364
DF,Ligue 1,27.0,13,13,1092,0,450000.0,0.0,0.49,0.0,0.77,50.7,0.881,2.03,0.21,0.35,0.77,0.21,1.47,0.7,1.4,3.36,1.4,-0.1817345838594364
MF,Serie A,34.0,30,26,2205,7,2780000.0,0.29,2.05,0.13,3.31,45.5,0.82,5.7,2.56,1.26,2.81,4.36,1.09,0.59,0.67,0.42,0.54,0.1102947928615624
"FW,MF",Serie A,24.0,36,14,1539,5,4630000.0,0.29,3.36,0.19,4.14,39.57,0.75,3.56,1.8,0.88,4.78,7.65,1.17,0.19,0.83,0.44,0.39,0.1102947928615624
DF,Serie A,32.0,29,23,2092,1,1110000.0,0.04,0.6,0.0,1.44,53.02,0.835,5.84,1.24,0.12,1.08,0.32,0.88,0.92,1.08,2.8,1.64,-0.1817345838594364
DF,Serie A,28.0,31,27,2396,0,1110000.0,0.0,0.38,0.0,0.7,35.74,0.786,2.86,0.52,0.24,0.45,0.38,1.19,1.54,1.71,4.37,1.64,-0.1817345838594364
"FW,MF",Serie A,30.0,5,4,260,0,1670000.0,0.0,1.39,0.0,4.56,41.04,0.821,5.35,2.97,1.39,2.58,4.96,0.59,0.59,0.2,0.0,0.0,-0.1817345838594364
"FW,MF",Serie A,24.0,109,91,840,41,190000.0,0.5,2.61,0.1,4.31,32.87,0.768,3.91,2.31,1.0,2.71,4.81,1.3,0.5,0.9,0.8,0.6,5.851952705065293
FW,Serie A,34.0,21,12,1025,2,2040000.0,0.18,2.63,0.09,2.2,13.08,0.705,0.35,0.44,0.26,4.83,4.57,0.09,0.18,0.18,0.44,1.58,-0.1817345838594364
DF,Serie A,28.0,34,33,2769,4,6480000.0,0.15,0.58,0.04,1.01,59.31,0.866,4.3,1.16,0.15,0.84,0.54,1.14,1.03,1.18,2.49,1.46,-0.1817345838594364
FW,Serie A,25.0,27,16,1346,11,5930000.0,0.76,3.7,0.24,3.09,26.36,0.663,2.23,1.42,1.0,5.75,10.4,1.0,0.19,0.62,0.71,1.61,-0.1817345838594364
MF,Serie A,21.0,5,0,82,0,450000.0,,,,,,0.0,,,,,,,,,,,-0.1817345838594364
"FW,MF",Bundesliga,21.0,119,12,515,0,2416928.0,0.0,2.54,0.48,6.68,58.36,0.847,5.88,2.23,1.75,5.72,6.36,2.86,0.64,1.43,0.95,2.23,-0.1817345838594364
DF,Serie A,20.0,31,29,2371,0,560000.0,0.03,0.67,0.12,1.25,56.28,0.807,4.08,1.07,0.52,1.55,0.97,2.25,1.92,1.52,2.47,2.74,-0.1817345838594364
DF,Serie A,28.0,26,19,1650,0,510000.0,0.0,1.25,0.16,2.62,56.02,0.825,3.44,3.22,0.93,1.91,5.07,0.98,0.71,0.93,1.53,0.65,-0.1817345838594364
MF,Premier League,28.0,22,4,506,2,4229625.0,0.41,2.74,0.27,5.06,88.09,0.882,10.67,4.38,1.5,3.69,5.74,3.42,0.68,0.96,0.41,0.27,-0.1817345838594364
DF,Serie A,30.0,35,35,3150,1,5560000.0,0.07,1.09,0.16,3.22,75.71,0.844,7.64,2.27,0.53,3.47,6.69,1.69,0.69,1.18,1.33,0.84,-0.1817345838594364
DF,La Liga,29.0,33,26,2374,1,800000.0,0.04,0.52,0.04,1.6,45.58,0.749,3.13,0.97,0.52,0.86,3.53,2.72,1.08,0.89,2.31,1.3,-0.1817345838594364
FW,Serie A,28.0,27,7,755,1,3330000.0,0.32,4.51,0.11,3.54,21.24,0.722,1.29,1.07,0.75,6.33,8.58,1.5,0.21,1.07,0.86,2.47,-0.1817345838594364
DF,Serie A,34.0,4,0,36,0,330000.0,,,,,,0.0,,,,,,,,,,,-0.1817345838594364
MF,Serie A,26.0,25,19,1674,3,1850000.0,0.16,1.11,0.11,1.69,40.75,0.772,3.44,0.37,0.37,1.53,1.22,2.48,1.22,1.22,1.96,1.16,-0.1817345838594364
"FW,MF",Serie A,25.0,14,2,417,0,200000.0,,,,,,0.0,,,,,,,,,,,-0.1817345838594364
DF,Serie A,26.0,18,13,995,0,830000.0,0.0,0.35,0.0,1.94,48.26,0.737,3.79,3.79,0.79,0.7,3.35,2.11,0.09,1.5,2.73,1.23,-0.1817345838594364
DF,Serie A,27.0,35,35,3143,3,9260000.0,0.08,0.52,0.0,0.66,52.95,0.857,3.28,0.18,0.26,1.02,0.1,1.57,1.1,1.21,4.22,3.04,-0.1817345838594364
MF,La Liga,31.0,23,16,1544,1,1790000.0,0.1,0.91,0.14,1.15,35.19,0.746,3.49,0.24,0.33,1.19,0.86,2.15,1.24,1.24,1.86,1.72,-0.1817345838594364
"FW,MF",La Liga,30.0,26,9,1001,0,540000.0,0.0,1.07,0.08,2.74,35.28,0.827,3.81,1.98,0.46,2.44,2.74,1.45,0.38,0.91,0.91,1.3,-0.1817345838594364
DF,Premier League,27.0,13,7,711,0,1510580.0,0.0,0.28,0.19,1.88,45.42,0.764,3.48,1.13,0.38,1.6,3.76,2.07,1.03,1.22,4.04,1.13,-0.1817345838594364
MF,La Liga,26.0,33,20,1727,1,1540000.0,0.05,1.07,0.15,2.35,47.83,0.823,3.78,1.38,1.23,1.17,1.53,2.6,0.31,1.63,1.33,1.48,-0.1817345838594364
"FW,MF",La Liga,27.0,15,8,833,3,5476112.0,0.26,2.33,0.26,3.11,29.54,0.772,4.84,3.54,0.69,3.8,8.46,0.43,0.17,0.78,0.17,0.17,-0.1817345838594364
"FW,MF",Bundesliga,29.0,19,6,650,3,720000.0,0.4,4.37,0.13,3.58,24.65,0.613,2.92,1.46,1.72,5.04,6.63,1.19,0.0,0.66,1.06,2.65,-0.1817345838594364
FW,Ligue 1,22.0,28,15,1358,11,5500000.0,0.57,3.49,0.06,2.17,25.4,0.779,2.06,0.69,0.46,5.66,5.55,1.6,0.29,0.69,1.03,1.6,0.4216341450330366
FW,La Liga,27.0,32,30,2217,14,2080000.0,0.53,2.55,0.19,2.44,25.55,0.69,2.4,0.83,0.79,4.58,4.43,1.39,0.64,1.43,0.94,2.7,0.1102947928615624
MF,Bundesliga,31.0,33,32,2821,3,4150000.0,0.12,1.37,0.05,4.0,100.09,0.918,11.66,1.93,0.41,0.58,1.64,1.08,0.58,0.82,1.3,0.77,-0.1817345838594364
FW,Ligue 1,28.0,26,10,1026,2,300000.0,0.14,2.56,0.07,1.78,24.74,0.747,2.42,1.07,1.14,5.05,7.25,0.43,0.14,0.43,0.92,2.49,0.4216341450330366
"MF,DF",Serie A,26.0,24,16,1339,3,190000.0,0.23,2.0,0.17,3.71,44.0,0.733,5.02,1.88,1.03,1.94,4.57,1.77,0.51,0.91,0.4,1.43,-0.1817345838594364
MF,Bundesliga,29.0,28,27,2139,4,840000.0,0.16,1.04,0.2,1.79,40.44,0.805,3.9,1.47,0.48,1.51,2.51,1.31,0.88,0.88,1.47,0.76,-0.1817345838594364
"FW,MF",Serie A,32.0,19,7,712,1,1570000.0,0.11,1.38,0.23,2.29,25.45,0.856,1.95,0.92,0.34,2.29,4.7,1.61,0.34,1.15,1.03,0.8,-0.1817345838594364
MF,La Liga,30.0,24,22,1846,2,1700000.0,0.07,0.87,0.03,1.22,52.24,0.848,3.21,0.42,0.52,0.84,0.94,2.86,1.47,1.43,2.09,0.94,-0.1817345838594364
DF,Ligue 1,30.0,23,21,1767,1,1800000.0,0.05,0.51,0.0,0.51,52.88,0.886,3.14,0.23,0.05,0.74,0.23,1.16,1.57,1.25,5.13,2.27,-0.1817345838594364
MF,Premier League,26.0,35,33,2820,4,1812696.0,0.13,1.5,0.19,3.64,34.53,0.685,4.24,1.15,0.89,1.37,2.68,1.21,0.93,1.02,1.12,0.19,-0.1817345838594364
"FW,MF",Ligue 1,20.0,30,27,2237,2,1280000.0,0.07,1.44,0.04,2.34,34.65,0.842,3.75,2.34,1.33,1.33,3.57,1.22,0.68,0.83,0.58,0.58,0.4216341450330366
MF,Ligue 1,22.0,26,12,1246,1,320000.0,0.07,1.44,0.0,2.02,46.95,0.877,3.61,0.65,0.94,0.51,1.59,2.46,2.02,1.95,2.09,0.51,-0.1817345838594364
"FW,MF",Ligue 1,28.0,7,1,147,0,600000.0,,,,,,0.0,,,,,,,,,,,-0.1817345838594364
MF,Serie A,30.0,30,30,2390,13,11110000.0,0.08,1.79,0.08,3.83,77.35,0.874,5.99,1.57,0.28,0.81,1.37,2.13,0.78,1.09,0.76,0.81,5.851952705065293
DF,La Liga,32.0,29,25,2127,0,2400000.0,0.0,0.78,0.12,2.24,59.97,0.802,5.34,1.8,0.75,0.84,3.45,1.68,1.15,0.9,1.96,1.37,-0.1817345838594364
MF,Serie A,24.0,93,50,429,0,1850000.0,0.0,2.21,0.0,4.25,46.28,0.809,5.78,2.38,1.7,2.72,4.59,0.85,0.68,1.53,0.17,0.68,-0.1817345838594364
MF,Serie A,25.0,27,17,1190,1,410000.0,0.08,1.22,0.0,2.28,37.39,0.717,3.35,1.07,0.69,0.91,2.74,3.27,0.84,1.98,0.99,0.61,-0.1817345838594364
"MF,DF",Premier League,22.0,3,0,16,0,906348.0,,,,,,0.0,,,,,,,,,,,-0.1817345838594364
DF,Premier League,25.0,12,5,589,0,906348.0,0.0,0.61,0.0,1.07,53.48,0.857,2.75,0.31,0.46,0.61,0.92,1.53,1.38,1.38,3.97,1.22,-0.1817345838594364
"FW,MF",Premier League,21.0,55,11,231,10,725381.0,,,,,,0.0,,,,,,,,,,,-0.1817345838594364
DF,Serie A,30.0,22,10,1106,0,1480000.0,0.0,0.77,0.07,2.37,49.67,0.823,3.14,1.74,0.42,1.67,5.65,1.05,0.49,1.53,1.81,1.26,-0.1817345838594364
MF,Serie A,23.0,7,3,256,0,370000.0,,,,,,0.0,,,,,,,,,,,-0.1817345838594364
MF,Premier League,29.0,26,14,1251,0,3021160.0,0.0,0.53,0.07,1.91,50.4,0.837,3.56,0.59,0.33,0.92,2.7,2.04,0.72,1.32,1.58,0.59,-0.1817345838594364
FW,Bundesliga,30.0,32,32,2839,36,25000000.0,0.86,3.99,0.26,2.6,21.15,0.707,3.46,1.15,0.66,4.96,4.48,0.49,0.15,0.51,0.53,1.26,2.835109060602928
DF,Premier League,31.0,22,18,1653,2,11480410.0,0.13,1.01,0.09,1.1,60.75,0.835,3.73,0.96,0.0,1.75,0.09,1.14,1.4,1.75,4.34,3.95,-0.1817345838594364
DF,Premier League,28.0,22,14,1369,1,2114812.0,0.06,0.51,0.19,1.59,36.6,0.715,2.67,0.64,0.06,0.76,2.23,1.72,0.89,2.04,2.99,1.53,-0.1817345838594364
FW,Premier League,27.0,34,15,1530,3,2114812.0,0.16,2.1,0.22,3.39,34.14,0.754,3.17,2.26,0.75,3.01,6.94,1.29,0.54,1.56,0.65,0.16,-0.1817345838594364
"FW,MF",Premier League,26.0,20,6,735,4,4833857.0,0.53,3.06,0.32,3.37,30.56,0.769,3.58,4.95,0.74,6.74,8.85,0.74,0.42,0.0,0.53,0.42,-0.1817345838594364
"FW,MF",Premier League,21.0,33,10,1272,3,2416928.0,0.13,3.06,0.39,4.76,63.0,0.826,8.04,3.1,0.83,4.02,7.43,1.84,0.57,1.57,0.39,0.52,-0.1817345838594364
DF,Serie A,30.0,33,25,2053,1,1150000.0,0.04,1.05,0.04,2.1,32.53,0.747,3.33,2.54,1.14,1.27,3.86,1.67,1.14,1.18,2.76,0.66,-0.1817345838594364
MF,Serie A,35.0,35,34,2722,2,4870000.0,0.05,1.26,0.22,3.53,53.02,0.862,5.91,2.9,0.74,1.94,3.83,1.94,1.01,0.88,1.45,0.52,-0.1817345838594364
DF,Ligue 1,30.0,11,6,607,1,850000.0,0.15,1.19,0.0,1.33,59.31,0.878,5.34,2.97,0.3,1.78,4.89,1.48,1.48,1.19,0.44,0.74,-0.1817345838594364
"FW,MF",Ligue 1,24.0,2,0,9,0,60000.0,0.14,0.82,0.0,0.96,53.48,0.88,6.7,0.82,0.55,0.96,1.23,3.56,1.64,1.09,1.23,2.05,-0.1817345838594364
MF,Ligue 1,24.0,28,16,1523,2,600000.0,0.1,1.58,0.05,2.76,43.65,0.85,4.75,1.69,1.28,2.3,3.02,2.5,0.66,1.02,0.92,0.97,-0.1817345838594364
DF,Bundesliga,25.0,26,25,2228,0,2500000.0,0.0,0.73,0.08,1.47,82.97,0.877,4.79,1.16,0.27,0.7,1.28,0.73,1.16,1.08,3.25,1.35,-0.1817345838594364
DF,La Liga,26.0,7,4,396,0,410000.0,,,,,,0.0,,,,,,,,,,,-0.1817345838594364
"FW,MF",Serie A,25.0,15,8,687,3,3590000.0,0.24,1.3,0.0,2.59,40.54,0.844,3.73,1.95,1.22,2.92,6.57,1.86,0.49,0.89,0.41,1.14,-0.1817345838594364
DF,Bundesliga,23.0,11,3,347,1,150000.0,0.0,0.4,0.0,1.8,109.6,0.887,8.2,2.0,0.0,1.2,0.0,0.6,1.0,0.6,3.0,3.0,-0.1817345838594364
FW,La Liga,24.0,35,34,2917,13,2890000.0,0.39,2.11,0.06,1.43,16.74,0.714,0.98,0.74,0.36,3.84,4.68,0.48,0.15,0.74,0.8,1.79,-0.1817345838594364
FW,Bundesliga,21.0,141,70,725,40,3000000.0,0.36,3.62,0.24,3.14,24.49,0.714,1.33,1.81,2.05,6.88,7.6,1.33,0.24,1.21,0.48,1.57,-0.1817345838594364
MF,La Liga,24.0,25,11,1247,1,1920000.0,0.08,0.23,0.0,1.79,45.82,0.798,4.36,0.47,0.16,0.39,0.78,1.87,0.86,0.62,1.87,1.09,-0.1817345838594364
MF,Ligue 1,25.0,32,29,2250,2,820000.0,0.11,1.32,0.0,2.3,42.88,0.88,3.74,1.44,1.06,0.83,2.38,1.7,0.64,0.79,0.68,0.53,-0.1817345838594364
"FW,MF",Premier League,28.0,28,24,2058,12,4229625.0,0.49,1.8,0.12,2.17,23.68,0.772,1.6,1.56,1.52,4.34,5.16,0.78,0.41,0.82,0.37,0.29,0.4216341450330366
DF,La Liga,29.0,21,19,1590,0,3120000.0,0.0,0.05,0.05,1.57,52.89,0.779,4.39,1.78,0.89,1.25,4.55,1.57,1.25,0.84,2.04,0.89,-0.1817345838594364
DF,Bundesliga,27.0,23,18,1622,1,1000000.0,0.06,1.0,0.06,2.41,41.3,0.721,3.05,1.35,1.12,1.94,2.88,1.94,1.0,2.17,2.53,1.17,-0.1817345838594364
FW,La Liga,36.0,33,29,2543,8,2900000.0,0.21,2.5,0.31,5.9,43.49,0.733,5.48,2.71,0.94,4.47,6.69,0.35,0.31,0.73,0.31,0.28,1.6090616273675071
DF,Bundesliga,22.0,1612,151,1473,20,1208464.0,0.09,0.84,0.09,1.87,67.72,0.842,5.57,2.67,0.66,1.83,3.6,1.87,1.22,1.5,2.95,0.37,-0.1817345838594364
"FW,MF",La Liga,25.0,21,7,714,0,1500000.0,0.0,3.17,0.25,6.08,35.24,0.647,3.68,2.03,1.52,2.92,6.85,1.77,0.51,1.01,0.51,1.39,0.1102947928615624
MF,Premier League,26.0,16,13,1002,0,4531741.0,0.0,0.72,0.0,1.53,37.72,0.798,3.95,0.45,0.54,1.08,0.63,3.77,1.26,2.07,1.8,0.72,-0.1817345838594364
MF,La Liga,23.0,2,0,9,0,420000.0,,,,,,0.0,,,,,,,,,,,-0.1817345838594364
DF,Premier League,24.0,22,17,1574,0,4229625.0,0.0,0.5,0.0,1.21,82.43,0.879,6.11,1.29,0.42,0.75,0.17,2.25,1.33,1.08,3.12,4.16,-0.1817345838594364
FW,La Liga,24.0,81,20,294,0,600000.0,0.0,1.3,0.0,1.46,18.65,0.713,1.14,0.49,0.65,3.57,6.16,1.3,0.0,0.32,1.3,3.24,-0.1817345838594364
MF,Ligue 1,26.0,27,18,1642,0,330000.0,0.0,0.78,0.05,1.99,42.33,0.823,5.01,0.92,0.58,1.41,0.92,2.77,0.97,1.12,1.56,1.51,-0.1817345838594364
MF,La Liga,28.0,25,14,1430,0,820000.0,0.0,0.54,0.0,0.97,40.34,0.836,3.67,0.05,0.86,0.22,0.38,2.75,0.65,1.24,2.0,1.73,-0.1817345838594364
MF,Premier League,34.0,24,23,1794,3,4833857.0,0.14,1.28,0.0,2.56,42.73,0.838,4.03,1.33,0.55,1.01,1.97,3.71,1.28,1.05,0.73,0.64,-0.1817345838594364
